,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages,Name.Pos
157,A. Maxim,28,Romania,1. FSV Mainz 05,73,73,€4M,€22K,CAM,2021,69,67,71,78,32,53,Bundesliga,Germany,Midfielder,4M,22K,"A. Maxim, CAM"
158,A. McCarthy,29,England,Southampton,76,77,€6M,€38K,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,6M,38K,"A. McCarthy, GK"
159,A. Mehmedi,28,Switzerland,VfL Wolfsburg,78,78,€10.5M,€52K,CF,2022,71,77,71,80,44,68,Bundesliga,Germany,Forward,10.5M,52K,"A. Mehmedi, CF"
160,A. Mendy,25,France,FC Girondins de Bordeaux,72,76,€4.1M,€23K,ST,2021,71,73,51,64,24,79,Ligue 1,France,Forward,4.1M,23K,"A. Mendy, ST"
161,A. Meret,22,Italy,Napoli,78,89,€14M,€36K,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,14M,36K,"A. Meret, GK"
162,A. Milik,25,Poland,Napoli,83,88,€35M,€91K,ST,2021,69,85,64,76,39,74,Serie A,Italy,Forward,35M,91K,"A. Milik, ST"
163,A. Mirante,35,Italy,Roma,79,79,€3.4M,€22K,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,3.4M,22K,"A. Mirante, GK"
164,A. Modeste,31,France,1. FC Koln,79,79,€11.5M,€36K,ST,2023,74,78,63,72,35,80,Bundesliga,Germany,Forward,11.5M,36K,"A. Modeste, ST"
165,A. Mohamed,20,Comoros,Olympique de Marseille,62,74,€500K,€4K,RB,2022,76,39,53,66,57,56,Ligue 1,France,Defender,500K,4K,"A. Mohamed, RB"
166,A. Mooy,28,Australia,Brighton & Hove Albion,76,76,€7.5M,€46K,CM,2020,59,69,77,73,69,74,Premier League,UK,Midfielder,7.5M,46K,"A. Mooy, CM"
167,A. Morales,29,United States,Fortuna Dusseldorf,72,72,€3M,€22K,CM,2021,67,58,69,70,67,76,Bundesliga,Germany,Midfielder,3M,22K,"A. Morales, CM"
168,A. Murgia,22,Italy,SPAL,72,78,€4.2M,€10K,CM,2024,48,64,68,69,69,59,Serie A,Italy,Midfielder,4.2M,10K,"A. Murgia, CM"
169,A. Ndiaye,22,Senegal,Getafe CF,76,85,€12M,€20K,LM,2022,87,70,67,81,46,66,La Liga,Spain,Midfielder,12M,20K,"A. Ndiaye, LM"
170,A. Ndiaye,19,Senegal,FC Metz,62,80,€650K,€2K,ST,2022,74,61,40,62,20,52,Ligue 1,France,Forward,650K,2K,"A. Ndiaye, ST"
171,A. Ndour,25,Senegal,RC Strasbourg Alsace,69,71,€1.1M,€11K,LB,2020,75,32,64,66,68,62,Ligue 1,France,Defender,1.1M,11K,"A. Ndour, LB"
172,A. Ngouyamsa,18,Cameroon,Dijon FCO,58,79,€270K,€1K,LB,2020,65,32,38,55,63,59,Ligue 1,France,Defender,270K,1K,"A. Ngouyamsa, LB"
173,A. Nordin,21,France,AS Saint-etienne,70,80,€2.9M,€12K,LM,2022,82,67,63,73,32,52,Ligue 1,France,Midfielder,2.9M,12K,"A. Nordin, LM"
174,A. Nubel,22,Germany,FC Schalke 04,75,85,€8.5M,€17K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,8.5M,17K,"A. Nubel, GK"
175,A. Nyom,31,Cameroon,Getafe CF,74,74,€4.1M,€18K,RWB,2021,70,47,62,65,75,82,La Liga,Spain,Defender,4.1M,18K,"A. Nyom, RWB"
176,A. Ogbonna,31,Italy,West Ham United,77,77,€6.5M,€65K,CB,2022,58,39,58,60,79,74,Premier League,UK,Defender,6.5M,65K,"A. Ogbonna, CB"
177,A. Olliero,23,France,FC Nantes,66,71,€650K,€4K,GK,2023,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,650K,4K,"A. Olliero, GK"
178,A. Olsen,19,Denmark,Bologna,72,83,€5M,€14K,RW,2024,84,72,63,73,35,68,Serie A,Italy,Forward,5M,14K,"A. Olsen, RW"
179,A. Ouattara,19,Burkina Faso,LOSC Lille,64,80,€975K,€4K,RM,2024,77,56,54,68,32,53,Ligue 1,France,Midfielder,975K,4K,"A. Ouattara, RM"
180,A. Oukidja,30,Algeria,FC Metz,73,73,€2.7M,€12K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,2.7M,12K,"A. Oukidja, GK"
181,A. Ounas,22,Algeria,Napoli,75,84,€10.5M,€43K,LM,2022,85,69,70,80,44,55,Serie A,Italy,Midfielder,10.5M,43K,"A. Ounas, LM"
182,A. Oxlade-Chamberlain,25,England,Liverpool,80,83,€18.5M,€90K,CM,2022,82,73,78,84,66,73,Premier League,UK,Midfielder,18.5M,90K,"A. Oxlade-Chamberlain, CM"
183,A. Oyongo,28,Cameroon,Montpellier HSC,74,74,€4.8M,€25K,LWB,2022,87,59,67,74,66,73,Ligue 1,France,Defender,4.8M,25K,"A. Oyongo, LWB"
184,A. Paloschi,29,Italy,SPAL,75,75,€6.5M,€16K,ST,2021,69,69,58,72,28,75,Serie A,Italy,Forward,6.5M,16K,"A. Paloschi, ST"
185,A. Pascanu,20,Romania,Leicester City,61,77,€525K,€7K,CB,2020,66,34,44,59,59,67,Premier League,UK,Defender,525K,7K,"A. Pascanu, CB"
186,A. Pelmard,19,France,OGC Nice,63,78,€750K,€3K,CB,2020,73,33,52,53,63,58,Ligue 1,France,Defender,750K,3K,"A. Pelmard, CB"
187,A. Peñaranda,22,Venezuela,Watford,72,80,€4.6M,€38K,ST,2023,75,69,67,77,36,59,Premier League,UK,Forward,4.6M,38K,"A. Peñaranda, ST"
188,A. Petagna,24,Italy,SPAL,77,82,€12M,€16K,ST,2024,62,74,68,75,40,81,Serie A,Italy,Forward,12M,16K,"A. Petagna, ST"
189,A. Phillips,21,England,Burnley,62,72,€475K,€5K,CM,2020,64,55,61,65,42,55,Premier League,UK,Midfielder,475K,5K,"A. Phillips, CM"
190,A. Phliponeau,19,France,Olympique de Marseille,63,78,€750K,€3K,CDM,2022,57,43,63,60,60,54,Ligue 1,France,Midfielder,750K,3K,"A. Phliponeau, CDM"
191,A. Pinamonti,20,Italy,Genoa,70,86,€3.9M,€8K,ST,2020,64,70,45,67,22,63,Serie A,Italy,Forward,3.9M,8K,"A. Pinamonti, ST"
192,A. Plea,26,France,Borussia Monchengladbach,81,83,€22M,€41K,ST,2023,76,81,76,78,39,74,Bundesliga,Germany,Forward,22M,41K,"A. Plea, ST"
193,A. Poli,29,Italy,Bologna,77,77,€8.5M,€34K,CM,2021,70,65,75,78,72,66,Serie A,Italy,Midfielder,8.5M,34K,"A. Poli, CM"
194,A. Poulsen,19,Denmark,Borussia Monchengladbach,63,77,€725K,€3K,LB,2023,72,44,56,64,60,62,Bundesliga,Germany,Defender,725K,3K,"A. Poulsen, LB"
195,A. Ra<U+021B>iu,21,Romania,Villarreal CF,62,74,€500K,€3K,RB,2020,67,50,59,66,59,58,La Liga,Spain,Defender,500K,3K,"A. Ra<U+021B>iu, RB"
196,A. Rabiot,24,France,Juventus,83,87,€33M,€120K,CM,2023,73,74,79,80,77,80,Serie A,Italy,Midfielder,33M,120K,"A. Rabiot, CM"
197,A. Racioppi,20,Switzerland,Olympique Lyonnais,62,77,€575K,€5K,GK,2021,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,575K,5K,"A. Racioppi, GK"
198,A. Ragusa,29,Italy,Hellas Verona,72,72,€3M,€14K,LW,2021,86,67,66,75,44,64,Serie A,Italy,Forward,3M,14K,"A. Ragusa, LW"
199,A. Ramos,33,Colombia,Granada CF,72,72,€2M,€16K,ST,2020,73,70,64,69,46,66,La Liga,Spain,Forward,2M,16K,"A. Ramos, ST"
200,A. Ramsdale,21,England,Bournemouth,68,79,€1.2M,€11K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,1.2M,11K,"A. Ramsdale, GK"
201,A. Ramsey,28,Wales,Juventus,83,83,€25.5M,€140K,CM,2023,68,77,79,80,68,74,Serie A,Italy,Midfielder,25.5M,140K,"A. Ramsey, CM"
202,A. Ranocchia,31,Italy,Inter,75,75,€4.9M,€45K,CB,2021,32,32,57,58,78,70,Serie A,Italy,Defender,4.9M,45K,"A. Ranocchia, CB"
203,A. Rebic,25,Croatia,Eintracht Frankfurt,80,83,€19M,€44K,ST,2022,88,80,70,78,39,81,Bundesliga,Germany,Forward,19M,44K,"A. Rebic, ST"
204,A. Reca,24,Poland,Atalanta,66,73,€800K,€10K,LB,2022,80,57,63,69,62,66,Serie A,Italy,Defender,800K,10K,"A. Reca, LB"
205,A. Riccardi,18,Italy,Roma,63,84,€825K,€3K,CM,2023,63,55,59,63,51,53,Serie A,Italy,Midfielder,825K,3K,"A. Riccardi, CM"
206,A. Rispoli,30,Italy,Lecce,72,72,€2.5M,€12K,RB,2022,81,64,66,69,68,77,Serie A,Italy,Defender,2.5M,12K,"A. Rispoli, RB"
207,A. Robertson,25,Scotland,Liverpool,85,89,€43.5M,€125K,LB,2024,85,62,77,79,80,75,Premier League,UK,Defender,43.5M,125K,"A. Robertson, LB"
208,A. Rogel,21,Uruguay,Toulouse Football Club,69,78,€1.5M,€8K,CB,2022,55,29,46,57,66,78,Ligue 1,France,Defender,1.5M,8K,"A. Rogel, CB"
209,A. Romagnoli,24,Italy,Milan,83,89,€32M,€46K,CB,2022,63,40,55,66,85,79,Serie A,Italy,Defender,32M,46K,"A. Romagnoli, CB"
210,A. Romano,23,Italy,Napoli,60,68,€300K,€7K,CM,2024,50,55,55,57,53,63,Serie A,Italy,Midfielder,300K,7K,"A. Romano, CM"
211,A. Romao,35,Togo,Stade de Reims,75,75,€2.1M,€17K,CDM,2021,53,55,65,69,75,79,Ligue 1,France,Midfielder,2.1M,17K,"A. Romao, CDM"
212,A. Rosati,36,Italy,Torino,69,69,€180K,€9K,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,180K,9K,"A. Rosati, GK"
213,A. Rouault,18,France,Toulouse Football Club,62,82,€575K,€1K,CB,2022,64,30,44,45,61,62,Ligue 1,France,Defender,575K,1K,"A. Rouault, CB"
214,A. Rrahmani,25,Kosovo,Hellas Verona,71,75,€2.7M,€10K,CB,2023,61,51,50,59,69,78,Serie A,Italy,Defender,2.7M,10K,"A. Rrahmani, CB"
215,A. Rudiger,26,Germany,Chelsea,82,84,€24M,€115K,CB,2022,72,43,67,63,82,78,Premier League,UK,Defender,24M,115K,"A. Rudiger, CB"
216,A. Sadiku,28,Albania,Levante UD,69,69,€1.1M,€12K,ST,2020,70,67,49,67,38,68,La Liga,Spain,Forward,1.1M,12K,"A. Sadiku, ST"
217,A. Saint-Maximin,22,France,Newcastle United,79,86,€17.5M,€45K,RW,2025,93,70,70,87,23,63,Premier League,UK,Forward,17.5M,45K,"A. Saint-Maximin, RW"
218,A. Salifu,26,Ghana,Fiorentina,68,69,€1M,€18K,CM,2020,74,59,64,66,57,79,Serie A,Italy,Midfielder,1M,18K,"A. Salifu, CM"
219,A. Sanabria,23,Paraguay,Genoa,77,84,€12.5M,€18K,ST,2020,76,74,71,78,35,64,Serie A,Italy,Forward,12.5M,18K,"A. Sanabria, ST"
220,A. Sánchez,30,Chile,Manchester United,82,82,€21M,€150K,LW,2022,81,78,77,85,44,73,Premier League,UK,Forward,21M,150K,"A. Sánchez, LW"
221,A. Saraniti,30,Italy,Lecce,62,62,€290K,€4K,ST,2020,53,63,39,55,28,71,Serie A,Italy,Forward,290K,4K,"A. Saraniti, ST"
222,A. Schäfer,20,Hungary,Genoa,62,77,€675K,€2K,LM,2022,75,49,57,61,52,47,Serie A,Italy,Midfielder,675K,2K,"A. Schäfer, LM"
223,A. Schetino,25,Uruguay,Fiorentina,64,71,€575K,€9K,CDM,2020,49,49,55,59,59,68,Serie A,Italy,Midfielder,575K,9K,"A. Schetino, CDM"
224,A. Schopf,25,Austria,FC Schalke 04,77,80,€11M,€30K,RM,2021,76,71,70,79,58,70,Bundesliga,Germany,Midfielder,11M,30K,"A. Schopf, RM"
225,A. Schwolow,27,Germany,SC Freiburg,78,79,€8.5M,€20K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,8.5M,20K,"A. Schwolow, GK"
226,A. Sedlar,27,Serbia,RCD Mallorca,72,75,€3.4M,€16K,CB,2023,57,40,49,47,71,78,La Liga,Spain,Defender,3.4M,16K,"A. Sedlar, CB"
227,A. Semprini,21,Italy,Brescia,62,72,€450K,€2K,RB,2021,73,44,56,59,61,57,Serie A,Italy,Defender,450K,2K,"A. Semprini, RB"
228,A. Seydel,23,Germany,1. FSV Mainz 05,67,73,€1.1M,€9K,ST,2021,68,64,53,66,29,66,Bundesliga,Germany,Forward,1.1M,9K,"A. Seydel, ST"
229,A. Sissoko,22,France,AS Saint-etienne,66,75,€900K,€7K,RB,2022,67,33,56,59,65,62,Ligue 1,France,Defender,900K,7K,"A. Sissoko, RB"
230,A. Smith,28,England,Bournemouth,76,76,€6.5M,€53K,RB,2021,71,60,71,74,75,69,Premier League,UK,Defender,6.5M,53K,"A. Smith, RB"
231,A. Soumaoro,27,France,LOSC Lille,78,81,€11M,€36K,CB,2021,60,37,56,54,76,83,Ligue 1,France,Defender,11M,36K,"A. Soumaoro, CB"
232,A. Souquet,27,France,Montpellier HSC,73,74,€4M,€22K,RWB,2023,75,53,70,70,70,65,Ligue 1,France,Defender,4M,22K,"A. Souquet, RWB"
233,A. Stanilewicz,19,Poland,Bayer 04 Leverkusen,64,80,€950K,€7K,CM,2020,63,48,62,67,51,54,Bundesliga,Germany,Midfielder,950K,7K,"A. Stanilewicz, CM"
234,A. Stolz,35,Germany,TSG 1899 Hoffenheim,65,65,€150K,€4K,GK,2020,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,150K,4K,"A. Stolz, GK"
235,A. Surman,32,England,Bournemouth,75,75,€5M,€53K,CM,2020,52,65,75,69,66,66,Premier League,UK,Midfielder,5M,53K,"A. Surman, CM"
236,A. Szalai,31,Hungary,TSG 1899 Hoffenheim,76,76,€7M,€35K,ST,2020,40,76,61,70,40,77,Bundesliga,Germany,Forward,7M,35K,"A. Szalai, ST"
237,A. Szymanowski,30,Argentina,CD Leganes,76,76,€7.5M,€28K,LM,2020,81,72,72,77,40,58,La Liga,Spain,Midfielder,7.5M,28K,"A. Szymanowski, LM"
238,A. Tabanelli,29,Italy,Lecce,65,65,€525K,€5K,CM,2020,60,54,63,66,47,67,Serie A,Italy,Midfielder,525K,5K,"A. Tabanelli, CM"
239,A. Tameze,25,France,OGC Nice,75,78,€8M,€28K,CM,2021,68,59,66,74,73,73,Ligue 1,France,Midfielder,8M,28K,"A. Tameze, CM"
240,A. Taoui,17,France,Toulouse Football Club,65,75,€775K,€2K,ST,2021,69,64,56,68,24,55,Ligue 1,France,Forward,775K,2K,"A. Taoui, ST"
241,A. Tchang-Tchong,25,France,Dijon FCO,61,65,€290K,€2K,LB,2023,58,31,52,60,63,57,Ligue 1,France,Defender,290K,2K,"A. Tchang-Tchong, LB"
242,A. Tchouameni,19,France,FC Girondins de Bordeaux,70,84,€3.8M,€9K,CM,2022,72,53,63,71,69,73,Ligue 1,France,Midfielder,3.8M,9K,"A. Tchouameni, CM"
243,A. Terzic,19,Serbia,Fiorentina,58,74,€250K,€3K,LB,2023,62,36,41,56,60,55,Serie A,Italy,Defender,250K,3K,"A. Terzic, LB"
244,A. Tettey,33,Norway,Norwich City,71,71,€1.2M,€25K,CDM,2020,64,64,64,62,71,76,Premier League,UK,Midfielder,1.2M,25K,"A. Tettey, CDM"
245,A. Thomasson,25,France,RC Strasbourg Alsace,76,78,€9.5M,€27K,CM,2021,73,70,75,76,64,63,Ligue 1,France,Midfielder,9.5M,27K,"A. Thomasson, CM"
246,A. Toufiqui,20,France,Paris Saint-Germain,62,77,€650K,€8K,CM,2020,64,52,62,63,55,54,Ligue 1,France,Midfielder,650K,8K,"A. Toufiqui, CM"
247,A. Toure,25,France,FC Nantes,75,78,€7.5M,€21K,CDM,2022,47,56,61,63,74,80,Ligue 1,France,Midfielder,7.5M,21K,"A. Toure, CDM"
248,A. Toure,23,Mali,Eintracht Frankfurt,74,79,€6.5M,€22K,RB,2023,70,51,64,71,74,72,Bundesliga,Germany,Defender,6.5M,22K,"A. Toure, RB"
249,A. Townsend,27,England,Crystal Palace,78,78,€11M,€55K,RM,2021,78,77,75,80,38,69,Premier League,UK,Midfielder,11M,55K,"A. Townsend, RM"
250,A. Trajkovski,26,FYR Macedonia,RCD Mallorca,70,73,€2.2M,€14K,CAM,2023,74,69,65,75,26,58,La Liga,Spain,Midfielder,2.2M,14K,"A. Trajkovski, CAM"
251,A. Traore,24,Mali,AS Monaco,71,76,€3.1M,€19K,CM,2020,68,54,66,72,63,65,Ligue 1,France,Midfielder,3.1M,19K,"A. Traore, CM"
252,A. Traore,24,Mali,FC Metz,65,71,€750K,€5K,LW,2022,84,60,55,68,17,50,Ligue 1,France,Forward,750K,5K,"A. Traore, LW"
253,A. Tripaldelli,20,Italy,Sassuolo,60,77,€425K,€5K,LB,2022,60,33,46,61,60,58,Serie A,Italy,Defender,425K,5K,"A. Tripaldelli, LB"
254,A. Tshibola,24,DR Congo,Aston Villa,66,71,€850K,€13K,CM,2020,66,56,65,69,62,71,Premier League,UK,Midfielder,850K,13K,"A. Tshibola, CM"
255,A. Tuanzebe,21,England,Manchester United,73,84,€6.5M,€46K,CB,2022,78,35,61,69,71,74,Premier League,UK,Defender,6.5M,46K,"A. Tuanzebe, CB"
256,A. Ujah,28,Nigeria,1. FC Union Berlin,73,73,€4.1M,€33K,ST,2022,69,72,55,69,33,72,Bundesliga,Germany,Forward,4.1M,33K,"A. Ujah, ST"
257,A. Vassallo,21,Italy,Bologna,54,65,€120K,€4K,ST,2022,61,55,40,53,20,43,Serie A,Italy,Forward,120K,4K,"A. Vassallo, ST"
258,A. Vidal,32,Chile,FC Barcelona,84,84,€23.5M,€205K,CM,2021,67,79,80,78,85,86,La Liga,Spain,Midfielder,23.5M,205K,"A. Vidal, CM"
259,A. Wan-Bissaka,21,England,Manchester United,79,88,€17.5M,€71K,RB,2024,87,50,63,78,80,72,Premier League,UK,Defender,17.5M,71K,"A. Wan-Bissaka, RB"
260,A. Webster,24,England,Brighton & Hove Albion,74,78,€6.5M,€30K,CB,2023,68,29,55,66,73,73,Premier League,UK,Defender,6.5M,30K,"A. Webster, CB"
261,A. Westwood,29,England,Burnley,77,77,€8.5M,€38K,CM,2020,60,60,79,74,74,76,Premier League,UK,Midfielder,8.5M,38K,"A. Westwood, CM"
262,A. Whiteman,20,England,Tottenham Hotspur,63,76,€575K,€7K,GK,2020,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,575K,7K,"A. Whiteman, GK"
263,A. Witsel,30,Belgium,Borussia Dortmund,85,85,€31.5M,€110K,CDM,2022,73,74,80,79,83,81,Bundesliga,Germany,Midfielder,31.5M,110K,"A. Witsel, CDM"
264,A. Yarmolenko,29,Ukraine,West Ham United,79,79,€12.5M,€87K,RM,2022,68,80,78,82,42,70,Premier League,UK,Midfielder,12.5M,87K,"A. Yarmolenko, RM"
265,A. Younes,25,Germany,Napoli,77,78,€10.5M,€53K,LM,2022,76,58,70,87,37,56,Serie A,Italy,Midfielder,10.5M,53K,"A. Younes, LM"
266,A. Young,33,England,Manchester United,77,77,€4M,€85K,RB,2020,70,66,74,75,73,71,Premier League,UK,Defender,4M,85K,"A. Young, RB"
267,A. Zaccagno,22,Italy,Torino,65,76,€750K,€6K,GK,2020,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,750K,6K,"A. Zaccagno, GK"
268,A. Zagre,17,France,Paris Saint-Germain,62,83,€625K,€1K,LB,2021,81,39,56,74,55,45,Ligue 1,France,Defender,625K,1K,"A. Zagre, LB"
269,A. Zambo Anguissa,23,Cameroon,Villarreal CF,73,78,€4.9M,€18K,CDM,2020,69,53,67,69,70,81,La Liga,Spain,Midfielder,4.9M,18K,"A. Zambo Anguissa, CDM"
270,A. Zekaj,19,Kosovo,LOSC Lille,63,76,€650K,€3K,CDM,2021,61,45,58,58,61,68,Ligue 1,France,Midfielder,650K,3K,"A. Zekaj, CDM"
271,A. Zeneli,24,Kosovo,Stade de Reims,75,79,€8.5M,€23K,LM,2024,85,70,69,81,35,59,Ligue 1,France,Midfielder,8.5M,23K,"A. Zeneli, LM"
272,Aarón,23,Spain,Granada CF,65,72,€575K,€3K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,575K,3K,"Aarón, GK"
273,Aarón Martín,22,Spain,1. FSV Mainz 05,78,84,€12.5M,€24K,LB,2023,72,47,73,76,77,65,Bundesliga,Germany,Defender,12.5M,24K,"Aarón Martín, LB"
274,Abdón Prats,26,Spain,RCD Mallorca,70,72,€2.2M,€15K,ST,2021,66,74,59,65,29,60,La Liga,Spain,Forward,2.2M,15K,"Abdón Prats, ST"
275,Abel Ruiz,19,Spain,FC Barcelona,68,84,€1.9M,€28K,ST,2021,72,68,53,68,37,65,La Liga,Spain,Forward,1.9M,28K,"Abel Ruiz, ST"
276,Adama Traore,23,Spain,Wolverhampton Wanderers,74,82,€8.5M,€56K,RW,2023,96,60,61,84,31,75,Premier League,UK,Forward,8.5M,56K,"Adama Traore, RW"
277,Adán,32,Spain,Atletico Madrid,81,81,€11M,€46K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,11M,46K,"Adán, GK"
278,Adrià Pedrosa,21,Spain,RCD Espanyol,74,84,€8M,€15K,LB,2023,89,55,70,75,69,64,La Liga,Spain,Defender,8M,15K,"Adrià Pedrosa, LB"
279,Adrián,31,Spain,CA Osasuna,76,76,€7M,€32K,ST,2020,66,76,68,81,27,62,La Liga,Spain,Forward,7M,32K,"Adrián, ST"
280,Adrián,32,Spain,Liverpool,76,76,€4.7M,€52K,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,4.7M,52K,"Adrián, GK"
281,Adrián López,20,Spain,RCD Espanyol,64,75,€625K,€3K,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,625K,3K,"Adrián López, GK"
282,Adrián Marín,22,Spain,Deportivo Alaves,72,81,€4.3M,€13K,LB,2021,64,46,64,70,72,70,La Liga,Spain,Defender,4.3M,13K,"Adrián Marín, LB"
283,Adrien Silva,30,Portugal,Leicester City,78,78,€9.5M,€75K,CM,2021,58,74,79,76,70,65,Premier League,UK,Midfielder,9.5M,75K,"Adrien Silva, CM"
284,Aduriz,38,Spain,Athletic Club de Bilbao,82,82,€8M,€29K,ST,2020,61,82,64,75,49,74,La Liga,Spain,Forward,8M,29K,"Aduriz, ST"
285,Aguado,23,Spain,Real Valladolid CF,69,78,€1.6M,€8K,CM,2023,58,61,68,70,53,45,La Liga,Spain,Midfielder,1.6M,8K,"Aguado, CM"
286,Aihen Muñoz,21,Spain,Real Sociedad,72,83,€4.9M,€12K,LB,2022,75,53,66,71,72,65,La Liga,Spain,Defender,4.9M,12K,"Aihen Muñoz, LB"
287,Aitor,28,Spain,Levante UD,76,79,€7M,€18K,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,7M,18K,"Aitor, GK"
288,Aitor Lorea,21,Spain,CA Osasuna,61,76,€550K,€4K,RM,2020,70,55,57,62,33,54,La Liga,Spain,Midfielder,550K,4K,"Aitor Lorea, RM"
289,Aitor Ruibal,23,Spain,CD Leganes,68,77,€1.4M,€11K,ST,2020,73,69,61,67,26,56,La Liga,Spain,Forward,1.4M,11K,"Aitor Ruibal, ST"
290,Alberto Moreno,26,Spain,Villarreal CF,76,77,€8M,€27K,LB,2024,85,65,68,78,70,70,La Liga,Spain,Defender,8M,27K,"Alberto Moreno, LB"
291,Aleix Febas,23,Spain,RCD Mallorca,74,82,€8M,€19K,CM,2023,71,62,73,76,61,65,La Liga,Spain,Midfielder,8M,19K,"Aleix Febas, CM"
292,Aleix García,22,Spain,Manchester City,74,85,€9.5M,€70K,CM,2020,67,67,74,75,59,57,Premier League,UK,Midfielder,9.5M,70K,"Aleix García, CM"
293,Aleix Vidal,29,Spain,Deportivo Alaves,76,76,€6.5M,€22K,RB,2020,85,66,71,78,72,71,La Liga,Spain,Defender,6.5M,22K,"Aleix Vidal, RB"
294,Aleñá,21,Spain,FC Barcelona,76,85,€12M,€81K,CM,2022,75,68,73,78,61,62,La Liga,Spain,Midfielder,12M,81K,"Aleñá, CM"
295,Alex Alegría,26,Spain,RCD Mallorca,72,75,€3.9M,€19K,ST,2024,50,71,56,70,33,71,La Liga,Spain,Forward,3.9M,19K,"Alex Alegría, ST"
296,Alex Berenguer,23,Spain,Torino,77,82,€12M,€37K,LM,2022,79,68,72,79,63,66,Serie A,Italy,Midfielder,12M,37K,"Alex Berenguer, LM"
297,Álex Collado,20,Spain,FC Barcelona,65,80,€1.2M,€20K,CM,2021,67,61,64,68,53,40,La Liga,Spain,Midfielder,1.2M,20K,"Álex Collado, CM"
298,Àlex Corredera,23,Spain,Valencia CF,63,70,€525K,€6K,RM,2020,56,57,67,67,46,46,La Liga,Spain,Midfielder,525K,6K,"Àlex Corredera, RM"
299,Álex Domínguez,20,Spain,Deportivo Alaves,63,77,€675K,€2K,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,675K,2K,"Álex Domínguez, GK"
300,Álex Dos Santos,20,Brazil,Atletico Madrid,61,75,€475K,€4K,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,475K,4K,"Álex Dos Santos, GK"
301,Álex Martín,21,Spain,CD Leganes,65,80,€1.1M,€5K,CB,2021,55,40,50,41,64,64,La Liga,Spain,Defender,1.1M,5K,"Álex Martín, CB"
302,Álex Martínez,28,Spain,Granada CF,73,73,€3.4M,€16K,LB,2021,75,59,68,70,68,67,La Liga,Spain,Defender,3.4M,16K,"Álex Martínez, LB"
303,Alex Pozo,20,Spain,Sevilla FC,69,79,€1.7M,€6K,LM,2020,76,68,64,74,26,42,La Liga,Spain,Midfielder,1.7M,6K,"Alex Pozo, LM"
304,Álex Remiro,24,Spain,Real Sociedad,76,84,€8.5M,€16K,GK,2023,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,8.5M,16K,"Álex Remiro, GK"
305,Alex Sandro,28,Brazil,Juventus,85,85,€33M,€155K,LB,2020,83,65,77,80,82,82,Serie A,Italy,Defender,33M,155K,"Alex Sandro, LB"
306,Alisson,26,Brazil,Liverpool,89,91,€58M,€155K,GK,2024,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,58M,155K,"Alisson, GK"
307,Allan,28,Brazil,Napoli,85,85,€38M,€110K,CM,2023,75,71,78,84,85,84,Serie A,Italy,Midfielder,38M,110K,"Allan, CM"
308,Altamirano,22,Spain,Real Betis,59,69,€250K,€3K,LW,2020,64,58,53,61,30,42,La Liga,Spain,Forward,250K,3K,"Altamirano, LW"
309,Altube,19,Spain,Real Madrid,62,82,€550K,€6K,GK,2020,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,550K,6K,"Altube, GK"
310,Álvaro,29,Spain,Olympique de Marseille,78,78,€8.5M,€36K,CB,2020,71,33,55,57,77,78,Ligue 1,France,Defender,8.5M,36K,"Álvaro, CB"
311,Álvaro Tejero,22,Spain,SD Eibar,73,82,€5.5M,€14K,RB,2024,80,60,70,76,66,65,La Liga,Spain,Defender,5.5M,14K,"Álvaro Tejero, RB"
