,Player,age,nationality,club,overall,potential,value_eur,wage_eur,player_positions,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,League,Country,Class,Value,Wages
183,Rodrigo,28,Spain,Valencia CF,83,83,2.70E+07,60000,ST,2022,90,80,74,82,44,70,La Liga,Spain,Forward,27M,60K
184,C. Aránguiz,30,Chile,Bayer 04 Leverkusen,83,83,2.40E+07,86000,CM,2020,63,72,82,81,74,73,Bundesliga,Germany,Midfielder,24M,86K
185,W. Ben Yedder,28,France,AS Monaco,83,83,2.70E+07,67000,ST,2024,84,82,77,85,39,61,Ligue 1,France,Forward,27M,67K
186,F. Acerbi,31,Italy,Lazio,83,83,1.90E+07,64000,CB,2023,56,50,61,63,86,82,Serie A,Italy,Defender,19M,64K
187,A. Kramaric,28,Croatia,TSG 1899 Hoffenheim,83,83,2.70E+07,61000,ST,2022,73,85,73,85,30,71,Bundesliga,Germany,Forward,27M,61K
188,Oyarzabal,22,Spain,Real Sociedad,82,89,3.10E+07,39000,LW,2024,75,82,79,83,39,61,La Liga,Spain,Forward,31M,39K
189,L. Bailey,21,Jamaica,Bayer 04 Leverkusen,82,88,30500000,65000,LW,2023,91,77,75,84,33,64,Bundesliga,Germany,Forward,30.5M,65K
190,Gabriel Jesus,22,Brazil,Manchester City,82,88,3.10E+07,140000,ST,2023,85,80,72,86,39,71,Premier League,UK,Forward,31M,140K
191,M. Kovacic,25,Croatia,Chelsea,82,87,2.90E+07,125000,CM,2024,76,68,81,86,67,70,Premier League,UK,Midfielder,29M,125K
192,A. Belotti,25,Italy,Torino,82,87,3.00E+07,63000,ST,2021,77,81,57,77,41,82,Serie A,Italy,Forward,30M,63K
193,T. Strakosha,24,Albania,Lazio,82,87,2.20E+07,39000,GK,2023,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,22M,39K
194,N. Keïta,24,Guinea,Liverpool,82,87,2.90E+07,95000,CM,2023,71,73,76,88,65,66,Premier League,UK,Midfielder,29M,95K
195,L. Torreira,23,Uruguay,Arsenal,82,87,2.70E+07,80000,CDM,2023,75,67,77,80,81,75,Premier League,UK,Midfielder,27M,80K
196,Rúben Neves,22,Portugal,Wolverhampton Wanderers,82,87,2.90E+07,89000,CM,2023,62,74,83,76,70,73,Premier League,UK,Midfielder,29M,89K
197,P. Kimpembe,23,France,Paris Saint-Germain,82,87,26500000,75000,CB,2023,75,39,67,67,81,83,Ligue 1,France,Defender,26.5M,75K
198,Nélson Semedo,25,Portugal,FC Barcelona,82,87,2.60E+07,150000,RB,2022,92,57,69,81,77,75,La Liga,Spain,Defender,26M,150K
199,A. Areola,26,France,Paris Saint-Germain,82,86,2.10E+07,71000,GK,2023,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,21M,71K
200,M. Perin,26,Italy,Juventus,82,86,2.10E+07,90000,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,21M,90K
201,D. Rugani,24,Italy,Juventus,82,86,2.60E+07,95000,CB,2023,64,39,55,64,85,74,Serie A,Italy,Defender,26M,95K
202,Iñaki Williams,25,Spain,Athletic Club de Bilbao,82,86,2.90E+07,36000,ST,2025,94,80,72,80,41,82,La Liga,Spain,Forward,29M,36K
203,Gelson Martins,24,Portugal,AS Monaco,82,86,2.90E+07,47000,RM,2024,95,71,74,86,47,61,Ligue 1,France,Midfielder,29M,47K
204,B. Lecomte,28,France,AS Monaco,82,85,2.00E+07,42000,GK,2024,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,20M,42K
205,K. Demirbay,25,Germany,Bayer 04 Leverkusen,82,85,27500000,75000,CM,2024,67,74,82,84,64,70,Bundesliga,Germany,Midfielder,27.5M,75K
206,J. Matip,27,Cameroon,Liverpool,82,84,2.30E+07,99000,CB,2020,61,46,68,67,83,76,Premier League,UK,Defender,23M,99K
207,Suso,25,Spain,Milan,82,84,2.70E+07,56000,RW,2022,78,76,83,87,33,53,Serie A,Italy,Forward,27M,56K
208,A. Rüdiger,26,Germany,Chelsea,82,84,2.40E+07,115000,CB,2022,72,43,67,63,82,78,Premier League,UK,Defender,24M,115K
209,Ricardo Pereira,25,Portugal,Leicester City,82,84,23500000,89000,RB,2023,86,64,77,81,79,73,Premier League,UK,Defender,23.5M,89K
210,David Soria,26,Spain,Getafe CF,82,84,19500000,26000,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,19.5M,26K
211,Sergio Asenjo,30,Spain,Villarreal CF,82,83,1.70E+07,33000,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,17M,33K
212,Muniain,26,Spain,Athletic Club de Bilbao,82,83,2.60E+07,35000,CAM,2024,80,72,77,87,51,58,La Liga,Spain,Midfielder,26M,35K
213,M. Götze,27,Germany,Borussia Dortmund,82,83,2.60E+07,98000,CF,2020,71,78,85,86,56,70,Bundesliga,Germany,Forward,26M,98K
214,T. Delaney,27,Denmark,Borussia Dortmund,82,83,2.30E+07,82000,CDM,2022,77,73,74,75,83,82,Bundesliga,Germany,Midfielder,23M,82K
215,O. Baumann,29,Germany,TSG 1899 Hoffenheim,82,83,1.80E+07,39000,GK,2021,NA,NA,NA,NA,NA,NA,Bundesliga,Germany,Goal Keeper,18M,39K
216,Willian José,27,Brazil,Real Sociedad,82,83,2.60E+07,44000,ST,2024,69,82,68,75,40,81,La Liga,Spain,Forward,26M,44K
217,Sergi Roberto,27,Spain,FC Barcelona,82,83,2.20E+07,155000,RB,2022,78,63,81,78,77,73,La Liga,Spain,Defender,22M,155K
218,N. Schulz,26,Germany,Borussia Dortmund,82,83,22500000,82000,LWB,2024,90,52,76,80,74,76,Bundesliga,Germany,Defender,22.5M,82K
219,K. Volland,26,Germany,Bayer 04 Leverkusen,82,83,26500000,85000,ST,2021,76,84,79,79,41,83,Bundesliga,Germany,Forward,26.5M,85K
220,Nacho Fernández,29,Spain,Real Madrid,82,83,2.10E+07,165000,CB,2021,74,37,66,64,81,79,La Liga,Spain,Defender,21M,165K
221,Gabriel Paulista,28,Brazil,Valencia CF,82,83,21500000,46000,CB,2022,71,49,69,65,83,81,La Liga,Spain,Defender,21.5M,46K
222,J. Roussillon,26,France,VfL Wolfsburg,82,83,22500000,56000,LB,2023,89,65,76,80,78,78,Bundesliga,Germany,Defender,22.5M,56K
223,H. Maguire,26,England,Manchester United,82,83,2.30E+07,125000,CB,2024,50,53,64,69,81,84,Premier League,UK,Defender,23M,125K
224,T. Hazard,26,Belgium,Borussia Dortmund,82,83,2.60E+07,90000,RM,2024,82,77,80,86,47,64,Bundesliga,Germany,Midfielder,26M,90K
225,E. Forsberg,27,Sweden,RB Leipzig,82,83,25500000,67000,CAM,2022,70,71,81,83,33,62,Bundesliga,Germany,Midfielder,25.5M,67K
226,F. Kostic,26,Serbia,Eintracht Frankfurt,82,83,2.60E+07,49000,LM,2023,87,76,77,81,67,78,Bundesliga,Germany,Midfielder,26M,49K
227,M. Politano,25,Italy,Inter,82,83,26500000,77000,RM,2023,84,77,78,84,42,57,Serie A,Italy,Midfielder,26.5M,77K
228,Pepe Reina,36,Spain,Milan,82,82,3700000,26000,GK,2021,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,3.7M,26K
229,Aduriz,38,Spain,Athletic Club de Bilbao,82,82,8.00E+06,29000,ST,2020,61,82,64,75,49,74,La Liga,Spain,Forward,8M,29K
230,Jesús Navas,33,Spain,Sevilla FC,82,82,13500000,26000,RM,2021,87,69,77,83,69,53,La Liga,Spain,Midfielder,13.5M,26K
231,Santi Cazorla,34,Spain,Villarreal CF,82,82,1.10E+07,45000,CM,2020,56,73,85,83,65,58,La Liga,Spain,Midfielder,11M,45K
232,L. Biglia,33,Argentina,Milan,82,82,1.10E+07,49000,CDM,2020,55,63,81,81,77,68,Serie A,Italy,Midfielder,11M,49K
233,L. Fabianski,34,Poland,West Ham United,82,82,9500000,75000,GK,2021,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,9.5M,75K
234,Juan Mata,31,Spain,Manchester United,82,82,19500000,135000,CAM,2021,62,74,83,83,36,47,Premier League,UK,Midfielder,19.5M,135K
235,O. Giroud,32,France,Chelsea,82,82,17500000,140000,ST,2020,46,81,71,72,42,79,Premier League,UK,Forward,17.5M,140K
236,S. Kjær,30,Denmark,Sevilla FC,82,82,1.80E+07,24000,CB,2021,65,55,63,55,81,78,La Liga,Spain,Defender,18M,24K
237,Willian,30,Brazil,Chelsea,82,82,2.10E+07,140000,RW,2020,85,78,80,85,49,60,Premier League,UK,Forward,21M,140K
238,A. Sánchez,30,Chile,Manchester United,82,82,2.10E+07,150000,LW,2022,81,78,77,85,44,73,Premier League,UK,Forward,21M,150K
239,A. Kolarov,33,Serbia,Roma,82,82,1.00E+07,52000,LB,2020,69,74,81,76,82,79,Serie A,Italy,Defender,10M,52K
240,M. Balotelli,28,Italy,Brescia,82,82,2.30E+07,27000,ST,2022,76,82,73,79,24,76,Serie A,Italy,Forward,23M,27K
241,G. Bonaventura,29,Italy,Milan,82,82,21500000,56000,CM,2020,73,77,82,82,72,69,Serie A,Italy,Midfielder,21.5M,56K
242,Pedro,31,Spain,Chelsea,82,82,19500000,140000,RW,2020,75,77,77,84,43,56,Premier League,UK,Forward,19.5M,140K
243,L. de Jong,28,Netherlands,Sevilla FC,82,82,2.30E+07,29000,ST,2023,56,79,71,69,51,78,La Liga,Spain,Forward,23M,29K
244,Ander Herrera,29,Spain,Paris Saint-Germain,82,82,21500000,1.00E+05,CM,2024,70,72,78,80,82,77,Ligue 1,France,Midfielder,21.5M,100K
245,X. Shaqiri,27,Switzerland,Liverpool,82,82,2.30E+07,120000,RW,2023,80,77,81,85,46,69,Premier League,UK,Forward,23M,120K
246,T. Meunier,27,Belgium,Paris Saint-Germain,82,82,2.00E+07,87000,RB,2020,79,75,77,75,78,84,Ligue 1,France,Defender,20M,87K
247,K. Bellarabi,29,Germany,Bayer 04 Leverkusen,82,82,21500000,89000,RW,2021,92,76,74,85,34,71,Bundesliga,Germany,Forward,21.5M,89K
248,J. Lingard,26,England,Manchester United,82,82,2.40E+07,135000,CAM,2021,80,78,76,83,58,72,Premier League,UK,Midfielder,24M,135K
249,J. Vardy,32,England,Leicester City,82,82,17500000,115000,ST,2022,88,81,65,74,55,75,Premier League,UK,Forward,17.5M,115K
250,D. Zapata,28,Colombia,Atalanta,82,82,2.30E+07,80000,ST,2020,71,81,56,76,37,83,Serie A,Italy,Forward,23M,80K
251,Morales,31,Spain,Levante UD,82,82,2.00E+07,39000,ST,2021,89,81,76,85,58,69,La Liga,Spain,Forward,20M,39K
252,L. Martínez,21,Argentina,Inter,81,89,2.70E+07,61000,ST,2023,81,77,68,82,40,83,Serie A,Italy,Forward,27M,61K
253,H. Aouar,21,France,Olympique Lyonnais,81,89,2.60E+07,59000,CM,2023,79,71,79,83,66,67,Ligue 1,France,Midfielder,26M,59K
254,T. Ndombele,22,France,Tottenham Hotspur,81,89,2.60E+07,87000,CM,2024,80,65,78,87,70,78,Premier League,UK,Midfielder,26M,87K
255,Éder Militão,21,Brazil,Real Madrid,81,88,2.30E+07,105000,CB,2025,79,50,66,71,81,81,La Liga,Spain,Defender,23M,105K
256,A. Cragno,25,Italy,Cagliari,81,87,1.80E+07,30000,GK,2024,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,18M,30K
257,V. Lindelöf,24,Sweden,Manchester United,81,87,2.20E+07,97000,CB,2021,74,50,72,72,82,78,Premier League,UK,Defender,22M,97K
258,Dani Ceballos,22,Spain,Arsenal,81,87,2.40E+07,82000,CM,2020,69,67,79,84,68,68,Premier League,UK,Midfielder,24M,82K
259,Pablo Fornals,23,Spain,West Ham United,81,87,24500000,82000,CAM,2024,67,76,79,80,71,68,Premier League,UK,Midfielder,24.5M,82K
260,E. Can,25,Germany,Juventus,81,86,2.30E+07,110000,CM,2022,70,68,77,79,81,84,Serie A,Italy,Midfielder,23M,110K
261,Gayà,24,Spain,Valencia CF,81,86,2.10E+07,35000,LB,2023,85,61,77,80,75,69,La Liga,Spain,Defender,21M,35K
262,P. Zielinski,25,Poland,Napoli,81,85,22500000,71000,CM,2021,81,72,81,84,70,61,Serie A,Italy,Midfielder,22.5M,71K
263,G. Rulli,27,Argentina,Montpellier HSC,81,85,1.60E+07,32000,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,16M,32K
264,G. Xhaka,26,Switzerland,Arsenal,81,84,21500000,94000,CM,2021,51,67,81,71,69,78,Premier League,UK,Midfielder,21.5M,94K
265,Rafinha,26,Brazil,FC Barcelona,81,84,2.20E+07,160000,CAM,2020,67,76,79,84,68,60,La Liga,Spain,Midfielder,22M,160K
266,G. Kondogbia,26,Central African Rep.,Valencia CF,81,84,21500000,45000,CM,2022,69,73,76,79,78,88,La Liga,Spain,Midfielder,21.5M,45K
267,M. Sabitzer,25,Austria,RB Leipzig,81,84,22500000,59000,CAM,2022,74,80,76,80,57,77,Bundesliga,Germany,Midfielder,22.5M,59K
268,L. Shaw,23,England,Manchester United,81,84,2.00E+07,97000,LB,2023,82,54,75,80,80,78,Premier League,UK,Defender,20M,97K
269,A. Doucouré,26,France,Watford,81,84,2.00E+07,73000,CDM,2023,69,74,73,77,79,82,Premier League,UK,Midfielder,20M,73K
270,W. Ndidi,22,Nigeria,Leicester City,81,84,20500000,74000,CDM,2024,71,62,67,74,83,82,Premier League,UK,Midfielder,20.5M,74K
271,W. Orban,26,Hungary,RB Leipzig,81,83,1.90E+07,57000,CB,2022,52,37,52,56,82,80,Bundesliga,Germany,Defender,19M,57K
272,Y. Poulsen,25,Denmark,RB Leipzig,81,83,2.20E+07,65000,ST,2022,83,74,67,75,56,82,Bundesliga,Germany,Forward,22M,65K
273,R. Fraser,25,Scotland,Bournemouth,81,83,21500000,76000,LM,2020,90,73,78,83,46,61,Premier League,UK,Midfielder,21.5M,76K
274,R. Guerreiro,25,Portugal,Borussia Dortmund,81,83,21500000,79000,LM,2020,73,75,82,85,66,57,Bundesliga,Germany,Midfielder,21.5M,79K
275,João Mário,26,Portugal,Inter,81,83,21500000,74000,CAM,2021,69,69,80,83,64,67,Serie A,Italy,Midfielder,21.5M,74K
276,Thiago Mendes,27,Brazil,Olympique Lyonnais,81,83,1.90E+07,73000,CDM,2023,78,70,78,79,77,74,Ligue 1,France,Midfielder,19M,73K
277,A. Izzo,27,Italy,Torino,81,83,18500000,51000,CB,2023,68,33,48,65,83,75,Serie A,Italy,Defender,18.5M,51K
278,M. Brozovic,26,Croatia,Inter,81,83,19500000,68000,CDM,2022,64,73,79,80,76,73,Serie A,Italy,Midfielder,19.5M,68K
279,Jordi Masip,30,Spain,Real Valladolid CF,81,82,1.40E+07,21000,GK,2022,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,14M,21K
280,T. Vaclík,30,Czech Republic,Sevilla FC,81,82,1.40E+07,18000,GK,2021,NA,NA,NA,NA,NA,NA,La Liga,Spain,Goal Keeper,14M,18K
281,L. Milivojevic,28,Serbia,Crystal Palace,81,82,17500000,66000,CDM,2023,55,67,76,67,78,84,Premier League,UK,Midfielder,17.5M,66K
282,Gerard Moreno,27,Spain,Villarreal CF,81,82,2.10E+07,45000,ST,2023,76,79,66,78,45,69,La Liga,Spain,Forward,21M,45K
283,W. Weghorst,26,Netherlands,VfL Wolfsburg,81,82,2.10E+07,62000,ST,2023,63,80,59,69,39,83,Bundesliga,Germany,Forward,21M,62K
284,J. Milner,33,England,Liverpool,81,81,10500000,105000,CM,2020,61,70,82,77,77,78,Premier League,UK,Midfielder,10.5M,105K
285,Cesc Fàbregas,32,Spain,AS Monaco,81,81,13500000,50000,CM,2022,53,73,87,77,60,56,Ligue 1,France,Midfielder,13.5M,50K
286,A. Consigli,32,Italy,Sassuolo,81,81,1.10E+07,48000,GK,2022,NA,NA,NA,NA,NA,NA,Serie A,Italy,Goal Keeper,11M,48K
287,L. Koscielny,33,France,FC Girondins de Bordeaux,81,81,8500000,39000,CB,2023,60,43,63,64,82,74,Ligue 1,France,Defender,8.5M,39K
288,José Fonte,35,Portugal,LOSC Lille,81,81,5500000,32000,CB,2021,36,38,54,60,81,76,Ligue 1,France,Defender,5.5M,32K
289,A. Guardado,32,Mexico,Real Betis,81,81,13500000,32000,CM,2020,68,68,81,82,72,68,La Liga,Spain,Midfielder,13.5M,32K
290,L. Piszczek,34,Poland,Borussia Dortmund,81,81,6.00E+06,76000,RB,2020,77,68,75,73,82,78,Bundesliga,Germany,Defender,6M,76K
291,K. Gameiro,32,France,Valencia CF,81,81,1.40E+07,48000,ST,2021,85,79,74,77,43,67,La Liga,Spain,Forward,14M,48K
292,D. Payet,32,France,Olympique de Marseille,81,81,1.40E+07,46000,CAM,2021,71,77,82,81,38,67,Ligue 1,France,Midfielder,14M,46K
293,Beñat,32,Spain,Athletic Club de Bilbao,81,81,13500000,32000,CM,2020,49,73,84,74,67,71,La Liga,Spain,Midfielder,13.5M,32K
294,M. Sissoko,29,France,Tottenham Hotspur,81,81,1.70E+07,105000,CM,2021,80,70,78,79,79,89,Premier League,UK,Midfielder,17M,105K
295,M. Parolo,34,Italy,Lazio,81,81,7.00E+06,54000,CDM,2020,64,76,76,75,79,79,Serie A,Italy,Midfielder,7M,54K
296,Fernando,31,Brazil,Sevilla FC,81,81,13500000,22000,CDM,2022,61,62,71,70,81,82,La Liga,Spain,Midfielder,13.5M,22K
297,Luiz Gustavo,31,Brazil,Olympique de Marseille,81,81,13500000,42000,CDM,2021,58,60,69,69,80,82,Ligue 1,France,Midfielder,13.5M,42K
298,N. Nkoulou,29,Cameroon,Torino,81,81,1.50E+07,54000,CB,2020,70,44,64,70,82,74,Serie A,Italy,Defender,15M,54K
299,N. Matic,30,Serbia,Manchester United,81,81,14500000,115000,CDM,2020,48,68,77,72,80,78,Premier League,UK,Midfielder,14.5M,115K
300,Marcos Alonso,28,Spain,Chelsea,81,81,1.50E+07,115000,LB,2023,66,73,79,77,79,79,Premier League,UK,Defender,15M,115K
301,H. Mkhitaryan,30,Armenia,Arsenal,81,81,1.70E+07,94000,RM,2021,78,76,78,83,55,66,Premier League,UK,Midfielder,17M,94K
302,A. Florenzi,28,Italy,Roma,81,81,1.50E+07,51000,RB,2023,82,77,76,80,77,73,Serie A,Italy,Defender,15M,51K
303,F. Vázquez,30,Argentina,Sevilla FC,81,81,16500000,24000,CM,2021,56,78,80,81,58,72,La Liga,Spain,Midfielder,16.5M,24K
304,Lucas Vázquez,28,Spain,Real Madrid,81,81,1.80E+07,180000,RW,2021,82,73,79,82,58,69,La Liga,Spain,Forward,18M,180K
305,Dani García,29,Spain,Athletic Club de Bilbao,81,81,1.70E+07,33000,CM,2022,42,69,73,75,78,79,La Liga,Spain,Midfielder,17M,33K
306,N. Barella,22,Italy,Inter,80,88,21500000,60000,CM,2020,76,66,78,80,74,69,Serie A,Italy,Midfielder,21.5M,60K
307,J. Gomez,22,England,Liverpool,80,88,2.00E+07,73000,CB,2024,81,30,64,68,79,76,Premier League,UK,Defender,20M,73K
308,A. Christensen,23,Denmark,Chelsea,80,87,1.90E+07,85000,CB,2022,68,31,63,68,82,72,Premier League,UK,Defender,19M,85K
309,M. Maignan,23,France,LOSC Lille,80,87,1.60E+07,28000,GK,2022,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,16M,28K
310,Y. Tielemans,22,Belgium,Leicester City,80,87,20500000,76000,CM,2023,63,78,82,78,68,67,Premier League,UK,Midfielder,20.5M,76K
311,Carlos Soler,22,Spain,Valencia CF,80,87,2.10E+07,36000,RM,2021,77,74,81,78,62,68,La Liga,Spain,Midfielder,21M,36K
312,M. Caldara,25,Italy,Milan,80,86,1.80E+07,40000,CB,2023,64,34,46,63,83,74,Serie A,Italy,Defender,18M,40K
313,H. Winks,23,England,Tottenham Hotspur,80,86,2.00E+07,82000,CM,2024,70,58,77,83,71,66,Premier League,UK,Midfielder,20M,82K
314,K. Piatek,24,Poland,Milan,80,86,20500000,44000,ST,2023,76,80,53,73,38,71,Serie A,Italy,Forward,20.5M,44K
315,Diogo Jota,22,Portugal,Wolverhampton Wanderers,80,86,20500000,84000,CF,2022,83,77,70,84,53,76,Premier League,UK,Forward,20.5M,84K
316,F. Mendy,24,France,Real Madrid,80,86,1.80E+07,115000,LB,2025,89,64,73,79,75,81,La Liga,Spain,Defender,18M,115K
317,Melendo,21,Spain,RCD Espanyol,80,86,20500000,26000,RM,2022,82,71,77,82,55,61,La Liga,Spain,Midfielder,20.5M,26K
318,Héctor Bellerín,24,Spain,Arsenal,80,85,17500000,69000,RB,2023,92,51,70,78,76,66,Premier League,UK,Defender,17.5M,69K
319,B. Mendy,24,France,Manchester City,80,85,17500000,96000,LB,2022,81,51,77,77,77,77,Premier League,UK,Defender,17.5M,96K
320,M. Dembélé,22,France,Olympique Lyonnais,80,85,2.00E+07,71000,ST,2023,82,77,61,76,30,81,Ligue 1,France,Forward,20M,71K
321,Santi Mina,23,Spain,RC Celta,80,85,2.00E+07,29000,ST,2024,77,79,69,78,53,72,La Liga,Spain,Forward,20M,29K
322,Rony Lopes,23,Portugal,Sevilla FC,80,85,2.00E+07,19000,LM,2024,79,75,76,83,30,57,La Liga,Spain,Midfielder,20M,19K
323,J. Correa,24,Argentina,Lazio,80,85,2.00E+07,53000,CF,2023,84,75,75,85,39,67,Serie A,Italy,Forward,20M,53K
324,T. Bakayoko,24,France,Chelsea,80,85,1.80E+07,85000,CDM,2022,66,48,69,74,79,85,Premier League,UK,Midfielder,18M,85K
325,M. Eggestein,22,Germany,SV Werder Bremen,80,85,19500000,31000,CM,2023,73,70,75,78,73,78,Bundesliga,Germany,Midfielder,19.5M,31K
326,Odriozola,23,Spain,Real Madrid,80,85,17500000,115000,RB,2024,89,53,71,77,77,69,La Liga,Spain,Defender,17.5M,115K
327,M. Gómez,22,Uruguay,Valencia CF,80,85,2.00E+07,40000,ST,2024,64,80,68,72,32,79,La Liga,Spain,Forward,20M,40K
328,Sergi Darder,25,Spain,RCD Espanyol,80,84,1.90E+07,33000,CM,2023,45,69,79,80,66,67,La Liga,Spain,Midfielder,19M,33K
329,K. Zouma,24,France,Chelsea,80,84,17500000,85000,CB,2023,64,51,59,55,78,83,Premier League,UK,Defender,17.5M,85K
330,L. Paredes,25,Argentina,Paris Saint-Germain,80,84,1.90E+07,79000,CM,2023,71,67,81,79,72,74,Ligue 1,France,Midfielder,19M,79K
331,N. Aké,24,Netherlands,Bournemouth,80,84,17500000,58000,CB,2022,75,53,70,71,81,77,Premier League,UK,Defender,17.5M,58K
332,E. Hysaj,25,Albania,Napoli,80,84,1.70E+07,60000,RB,2021,79,51,68,75,78,74,Serie A,Italy,Defender,17M,60K
333,André Gomes,25,Portugal,Everton,80,84,17500000,76000,CDM,2024,65,71,78,80,73,80,Premier League,UK,Midfielder,17.5M,76K
334,K. Baldé,24,Senegal,AS Monaco,80,84,19500000,40000,RM,2022,91,76,72,83,29,69,Ligue 1,France,Midfielder,19.5M,40K
335,J. Weigl,23,Germany,Borussia Dortmund,80,84,17500000,61000,CDM,2021,61,47,75,76,78,66,Bundesliga,Germany,Midfielder,17.5M,61K
336,V. Rongier,24,France,FC Nantes,80,84,1.90E+07,29000,CM,2022,64,73,76,80,75,62,Ligue 1,France,Midfielder,19M,29K
337,Yeray,24,Spain,Athletic Club de Bilbao,80,84,17500000,23000,CB,2026,62,49,58,61,81,74,La Liga,Spain,Defender,17.5M,23K
338,Loren,25,Spain,Real Betis,80,84,19500000,31000,ST,2022,77,79,59,78,31,72,La Liga,Spain,Forward,19.5M,31K
339,R. Rodríguez,26,Switzerland,Milan,80,83,1.60E+07,42000,LB,2021,70,67,79,76,78,74,Serie A,Italy,Defender,16M,42K
340,A. Oxlade-Chamberlain,25,England,Liverpool,80,83,18500000,90000,CM,2022,82,73,78,84,66,73,Premier League,UK,Midfielder,18.5M,90K
341,Campaña,26,Spain,Levante UD,80,83,1.80E+07,31000,CM,2023,61,73,81,77,73,72,La Liga,Spain,Midfielder,18M,31K
342,A. Mandi,27,Algeria,Real Betis,80,83,1.60E+07,27000,CB,2021,66,46,74,70,81,72,La Liga,Spain,Defender,16M,27K
343,Deulofeu,25,Spain,Watford,80,83,1.90E+07,78000,CF,2023,88,73,75,87,30,56,Premier League,UK,Forward,19M,78K
344,Bernat,26,Spain,Paris Saint-Germain,80,83,1.60E+07,75000,LB,2021,82,61,78,85,74,66,Ligue 1,France,Defender,16M,75K
345,M. Keane,26,England,Everton,80,83,16500000,80000,CB,2022,60,49,62,66,80,79,Premier League,UK,Defender,16.5M,80K
346,Samu Castillejo,24,Spain,Milan,80,83,1.90E+07,40000,RM,2023,82,73,78,82,43,52,Serie A,Italy,Midfielder,19M,40K
347,W. Benítez,26,Argentina,OGC Nice,80,83,13500000,30000,GK,2020,NA,NA,NA,NA,NA,NA,Ligue 1,France,Goal Keeper,13.5M,30K
348,A. Rebic,25,Croatia,Eintracht Frankfurt,80,83,1.90E+07,44000,ST,2022,88,80,70,78,39,81,Bundesliga,Germany,Forward,19M,44K
349,E. Bailly,25,Ivory Coast,Manchester United,80,83,16500000,105000,CB,2020,76,42,58,62,79,80,Premier League,UK,Defender,16.5M,105K
350,M. Almirón,25,Paraguay,Newcastle United,80,83,18500000,52000,LW,2024,89,74,76,82,48,63,Premier League,UK,Forward,18.5M,52K
351,M. Lazzari,25,Italy,Lazio,80,83,18500000,53000,RM,2024,88,62,76,81,54,62,Serie A,Italy,Midfielder,18.5M,53K
352,M. Lanzini,26,Argentina,West Ham United,80,82,1.80E+07,88000,CAM,2020,77,72,78,85,32,50,Premier League,UK,Midfielder,18M,88K
353,M. Ryan,27,Australia,Brighton & Hove Albion,80,82,12500000,43000,GK,2022,NA,NA,NA,NA,NA,NA,Premier League,UK,Goal Keeper,12.5M,43K
354,Sergi Gómez,27,Spain,Sevilla FC,80,82,15500000,20000,CB,2022,64,41,65,63,81,75,La Liga,Spain,Defender,15.5M,20K
355,M. Hinteregger,26,Austria,Eintracht Frankfurt,80,82,1.60E+07,39000,CB,2024,68,61,64,59,81,80,Bundesliga,Germany,Defender,16M,39K
356,M. Nastasic,26,Serbia,FC Schalke 04,80,82,1.60E+07,35000,CB,2022,71,32,63,54,82,74,Bundesliga,Germany,Defender,16M,35K
357,C. Wilson,27,England,Bournemouth,80,81,17500000,81000,ST,2023,87,78,67,77,39,75,Premier League,UK,Forward,17.5M,81K
358,J. Guilavogui,28,France,VfL Wolfsburg,80,81,14500000,51000,CDM,2020,59,59,67,65,83,79,Bundesliga,Germany,Midfielder,14.5M,51K
359,D. Klaassen,26,Netherlands,SV Werder Bremen,80,81,1.70E+07,35000,CM,2022,65,78,74,75,70,75,Bundesliga,Germany,Midfielder,17M,35K
360,P. Kaderábek,27,Czech Republic,TSG 1899 Hoffenheim,80,81,14500000,39000,RWB,2023,77,43,74,75,75,81,Bundesliga,Germany,Defender,14.5M,39K
361,Iñigo Martínez,28,Spain,Athletic Club de Bilbao,80,81,14500000,29000,CB,2023,70,56,64,61,80,78,La Liga,Spain,Defender,14.5M,29K
362,Portu,27,Spain,Real Sociedad,80,81,17500000,38000,CF,2024,81,78,76,81,58,75,La Liga,Spain,Forward,17.5M,38K
363,Manu Trigueros,27,Spain,Villarreal CF,80,81,16500000,39000,CM,2022,60,73,78,77,70,66,La Liga,Spain,Midfielder,16.5M,39K
364,H. Çalhanoglu,25,Turkey,Milan,80,81,17500000,48000,LW,2021,67,75,82,84,59,58,Serie A,Italy,Forward,17.5M,48K
365,M. Dabbur,27,Israel,Sevilla FC,80,81,17500000,24000,ST,2023,75,78,65,77,32,72,La Liga,Spain,Forward,17.5M,24K
